method,solution_id,name,team,position,value,forecast,role,is_captain,is_vice_captain
Simple average,Simple average | two_stage | fixed_split | xi_cap=55,Anthony Gordon,Newcastle,MID,6.1,4.653846153846154,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Leon Bailey,Aston Villa,MID,5.6,4.598290598290598,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,William Saliba,Arsenal,DEF,5.7,3.905982905982906,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,William Saliba,Arsenal,DEF,5.7,3.905982905982906,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,William Saliba,Arsenal,DEF,5.7,3.905982905982906,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Trent Alexander-Arnold,Liverpool,DEF,8.6,3.8376068376068377,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Trent Alexander-Arnold,Liverpool,DEF,8.6,3.8376068376068377,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Mohamed Salah,Liverpool,MID,13.0,5.566951566951567,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Mohamed Salah,Liverpool,MID,13.0,5.566951566951567,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Alphonse Areola,West Ham,GK,4.2,3.1396011396011394,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Cameron Archer,Sheffield Utd,FWD,4.3,2.492877492877493,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Chris Richards,Crystal Palace,DEF,3.9,1.7863247863247864,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,Bench,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Mohamed Salah,Liverpool,MID,13.0,5.566951566951567,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Mohamed Salah,Liverpool,MID,13.0,5.566951566951567,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Conor Bradley,Liverpool,DEF,4.1,3.4615384615384617,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Mohamed Salah,Liverpool,MID,13.0,5.566951566951567,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | joint_pareto | delta=0.000,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.000,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | joint_pareto | delta=0.005,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Trent Alexander-Arnold,Liverpool,DEF,8.6,3.8376068376068377,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.005,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Jordan Pickford,Everton,GK,4.6,4.222222222222222,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | joint_pareto | delta=0.010,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Trent Alexander-Arnold,Liverpool,DEF,8.6,3.8376068376068377,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.010,William Saliba,Arsenal,DEF,5.7,3.905982905982906,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Jordan Pickford,Everton,GK,4.6,4.222222222222222,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,4.4586894586894585,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Ollie Watkins,Aston Villa,FWD,8.8,6.780626780626781,XI,False,True
Weighted average,Weighted average | joint_pareto | delta=0.020,Pascal Groß,Brighton,MID,6.5,5.356125356125356,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Phil Foden,Man City,MID,8.1,6.002849002849003,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Trent Alexander-Arnold,Liverpool,DEF,8.6,3.8376068376068377,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,Virgil van Dijk,Liverpool,DEF,6.4,3.9316239316239314,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.020,William Saliba,Arsenal,DEF,5.7,3.905982905982906,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Bukayo Saka,Arsenal,MID,9.1,7.034188034188034,XI,True,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Cole Palmer,Chelsea,MID,5.8,5.984615384615385,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Dominic Solanke,Bournemouth,FWD,7.0,5.381538461538462,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,5.333333333333333,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Ederson Santana de Moraes,Man City,GK,5.5,3.5128205128205128,XI,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,4.401709401709402,Bench,False,False
Weighted average,Weighted average | joint_pareto | delta=0.050,Jarrad Branthwaite,Everton,DEF,4.2,3.5925925925925926,XI,False,False
